Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,Job_Level
1461,EMP0001462,Michelle Mcdonald,Finance,Accountant,2022-05-06T00:00:00.000Z,"Butlermouth, Kenya",1.0,3.0,Resigned,On-site,688332.0,Specialist
1462,EMP0001463,Javier Huynh DDS,Marketing,Content Strategist,2021-04-21T00:00:00.000Z,"Georgeview, Angola",1.0,4.0,Active,Remote,827849.0,Analyst
1463,EMP0001464,Erin Taylor,Finance,Accountant,2015-01-06T00:00:00.000Z,"Samuelshire, Tonga",3.0,10.0,Active,Remote,648195.0,Manager
1464,EMP0001465,David Marshall,Operations,Supply Chain Manager,2017-01-23T00:00:00.000Z,"Johnburgh, Japan",1.0,8.0,Active,On-site,867746.0,Analyst
1465,EMP0001466,Thomas Love,IT,Software Engineer,2024-06-10T00:00:00.000Z,"Freemanville, Fiji",4.0,1.0,Retired,Remote,868680.0,Specialist
1466,EMP0001467,David Ellis,Sales,Sales Executive,2022-12-01T00:00:00.000Z,"Bowerstown, Rwanda",2.0,2.0,Active,Remote,692609.0,Specialist
1467,EMP0001468,Matthew Paul,HR,HR Executive,2023-01-13T00:00:00.000Z,"Thompsonmouth, El Salvador",3.0,2.0,Terminated,On-site,518521.0,Specialist
1468,EMP0001469,Charles Snyder,Marketing,SEO Specialist,2021-05-12T00:00:00.000Z,"East Jennifer, Ghana",5.0,4.0,Active,On-site,432993.0,Analyst
1469,EMP0001470,Laura Walker,Sales,Sales Executive,2020-09-21T00:00:00.000Z,"Lake Roberttown, Bosnia and Herzegovina",1.0,4.0,Resigned,On-site,630480.0,Analyst
1470,EMP0001471,Ronald Wells,IT,IT Manager,2024-04-12T00:00:00.000Z,"North Joshua, Cambodia",3.0,1.0,Active,Remote,1566084.0,Specialist
1471,EMP0001472,Lisa James,Sales,Sales Executive,2020-03-14T00:00:00.000Z,"New Meganchester, Bouvet Island (Bouvetoya)",1.0,5.0,Retired,On-site,778978.0,Analyst
1472,EMP0001473,Beth Wilson,Sales,Sales Executive,2020-05-31T00:00:00.000Z,"East Daniel, United Kingdom",5.0,5.0,Resigned,Remote,839392.0,Analyst
1473,EMP0001474,Adam Nichols,Sales,Account Manager,2023-10-29T00:00:00.000Z,"North Tina, Israel",4.0,1.0,Active,On-site,436456.0,Specialist
1474,EMP0001475,Kimberly Barnett,Sales,Account Manager,2024-11-15T00:00:00.000Z,"Lake Jennifertown, Bermuda",5.0,0.0,Terminated,On-site,947413.0,Specialist
1475,EMP0001476,Daniel Thompson,Operations,Operations Executive,2020-06-08T00:00:00.000Z,"Greenmouth, Congo",5.0,5.0,Active,Remote,1073031.0,Analyst
1476,EMP0001477,Stephanie Becker,HR,HR Executive,2021-10-07T00:00:00.000Z,"North Michaelburgh, Saint Kitts and Nevis",3.0,3.0,Resigned,On-site,452982.0,Specialist
1477,EMP0001478,John Nguyen,Operations,Logistics Coordinator,2017-04-26T00:00:00.000Z,"West Timshire, Kuwait",2.0,8.0,Active,On-site,824104.0,Analyst
1478,EMP0001479,Bryan Beck,Sales,Account Manager,2022-04-19T00:00:00.000Z,"Lake Jessicahaven, Sri Lanka",3.0,3.0,Active,Remote,627125.0,Specialist
1479,EMP0001480,Caitlin Ward,Marketing,Content Strategist,2023-06-03T00:00:00.000Z,"New Deborahberg, Bosnia and Herzegovina",3.0,2.0,Resigned,On-site,1024280.0,Specialist
1480,EMP0001481,Julie Davis,Operations,Operations Executive,2011-10-13T00:00:00.000Z,"West Gail, Vanuatu",1.0,13.0,Active,On-site,1054837.0,Principal
1481,EMP0001482,Brenda Taylor,IT,Software Engineer,2015-05-24T00:00:00.000Z,"Robertbury, Peru",2.0,10.0,Active,Remote,1315543.0,Manager
1482,EMP0001483,Kayla Newton,Marketing,SEO Specialist,2011-03-22T00:00:00.000Z,"West Saramouth, Tuvalu",3.0,14.0,Active,Remote,500049.0,Principal
1483,EMP0001484,Jennifer Sutton,Operations,Logistics Coordinator,2024-05-18T00:00:00.000Z,"East David, Mongolia",2.0,1.0,Active,On-site,469825.0,Specialist
1484,EMP0001485,Patrick Miller,IT,Software Engineer,2022-08-14T00:00:00.000Z,"Janetmouth, Portugal",3.0,3.0,Resigned,Remote,1612336.0,Specialist
1485,EMP0001486,Bruce Lee,Sales,Account Manager,2025-06-08T00:00:00.000Z,"Harrischester, Jordan",2.0,0.0,Active,Remote,1195319.0,Specialist
1486,EMP0001487,Garrett West,IT,Software Engineer,2024-05-10T00:00:00.000Z,"Rayside, Palau",4.0,1.0,Active,On-site,922589.0,Specialist
1487,EMP0001488,Katelyn Johnson,IT,DevOps Engineer,2015-09-25T00:00:00.000Z,"West Jeffrey, Guinea",4.0,9.0,Active,On-site,1012240.0,Manager
1488,EMP0001489,Kayla Hernandez,IT,DevOps Engineer,2021-04-01T00:00:00.000Z,"East Amy, Gambia",1.0,4.0,Active,Remote,573440.0,Analyst
1489,EMP0001490,Robin Martinez,Marketing,Marketing Executive,2016-08-24T00:00:00.000Z,"Lopezborough, El Salvador",2.0,8.0,Active,Remote,670116.0,Analyst
1490,EMP0001491,Peter Rodriguez,Sales,Business Development Manager,2015-09-09T00:00:00.000Z,"Shieldsport, United States of America",1.0,9.0,Resigned,Remote,1152315.0,Manager
1491,EMP0001492,Meghan Mendez,Finance,Accountant,2025-08-12T00:00:00.000Z,"Lake Phillip, San Marino",4.0,0.0,Terminated,On-site,672960.0,Specialist
1492,EMP0001493,Olivia Robinson,IT,CTO,2021-09-10T00:00:00.000Z,"Karenfurt, Spain",1.0,3.0,Active,Remote,640137.0,Executive
1493,EMP0001494,Nicholas Tate,IT,IT Manager,2023-08-29T00:00:00.000Z,"South Timothyside, Denmark",4.0,1.0,Resigned,On-site,1563349.0,Specialist
1494,EMP0001495,Bianca Chavez,HR,HR Executive,2022-03-07T00:00:00.000Z,"Williamschester, Greenland",3.0,3.0,Resigned,On-site,628140.0,Specialist
1495,EMP0001496,Patrick Brown,IT,Software Engineer,2022-03-14T00:00:00.000Z,"Burtonburgh, Nauru",4.0,3.0,Active,On-site,1393173.0,Specialist
1496,EMP0001497,Shane Williams,Operations,Supply Chain Manager,2022-01-29T00:00:00.000Z,"Morrisonside, Guinea-Bissau",1.0,3.0,Active,Remote,401636.0,Specialist
1497,EMP0001498,Ashley Martinez,R&D,Product Developer,2023-12-24T00:00:00.000Z,"North Melissafurt, Singapore",3.0,1.0,Active,Remote,658815.0,Specialist
1498,EMP0001499,Christine Spencer,Sales,Sales Executive,2016-08-29T00:00:00.000Z,"Kathleenfort, Costa Rica",3.0,8.0,Active,Remote,410733.0,Analyst
1499,EMP0001500,Nicole Thomas,Sales,Account Manager,2021-06-05T00:00:00.000Z,"Port Amyton, Bouvet Island (Bouvetoya)",4.0,4.0,Active,On-site,467653.0,Analyst
1500,EMP0001501,Jessica Spencer,Operations,Operations Executive,2016-04-07T00:00:00.000Z,"Danamouth, United States Minor Outlying Islands",1.0,9.0,Active,On-site,985529.0,Manager
1501,EMP0001502,John Perez,IT,DevOps Engineer,2017-03-23T00:00:00.000Z,"North Jillian, Bolivia",5.0,8.0,Resigned,On-site,1139039.0,Analyst
1502,EMP0001503,Amber Page,Operations,Supply Chain Manager,2015-08-21T00:00:00.000Z,"West Jamie, Syrian Arab Republic",5.0,9.0,Active,On-site,424640.0,Manager
1503,EMP0001504,Evan Wall,Operations,Operations Executive,2017-03-18T00:00:00.000Z,"Lake Charles, British Virgin Islands",2.0,8.0,Active,Remote,647230.0,Analyst
1504,EMP0001505,Jeffrey Roberts,IT,Software Engineer,2012-03-30T00:00:00.000Z,"Laurenfurt, Norfolk Island",5.0,13.0,Active,On-site,1080115.0,Principal
1505,EMP0001506,James Stewart,IT,Software Engineer,2022-04-14T00:00:00.000Z,"Lake Racheltown, Ethiopia",1.0,3.0,Resigned,On-site,788432.0,Specialist
1506,EMP0001507,Jacqueline Patterson,IT,DevOps Engineer,2015-02-20T00:00:00.000Z,"Reynoldsmouth, Portugal",1.0,10.0,Retired,Remote,598361.0,Manager
1507,EMP0001508,Emily Daugherty,Marketing,Marketing Executive,2015-09-19T00:00:00.000Z,"South Brittany, Christmas Island",5.0,9.0,Active,On-site,465869.0,Manager
1508,EMP0001509,Robert Craig,Sales,Sales Executive,2021-02-10T00:00:00.000Z,"Kathleenside, Italy",5.0,4.0,Active,On-site,581274.0,Analyst
1509,EMP0001510,Catherine Carlson,Sales,Sales Executive,2023-05-28T00:00:00.000Z,"Hopkinsland, Ukraine",2.0,2.0,Active,On-site,435137.0,Specialist
1510,EMP0001511,Kristin Harrison,Operations,Operations Executive,2022-12-08T00:00:00.000Z,"Pittsburgh, Martinique",1.0,2.0,Resigned,On-site,730932.0,Specialist
1511,EMP0001512,Alexis Mitchell,R&D,Research Scientist,2018-11-17T00:00:00.000Z,"New Marybury, Iceland",3.0,6.0,Active,Remote,937905.0,Analyst
1512,EMP0001513,Donna Shepard,IT,Data Analyst,2017-04-12T00:00:00.000Z,"Barberview, Tokelau",4.0,8.0,Active,On-site,670561.0,Analyst
1513,EMP0001514,Meghan Johnston,Marketing,Content Strategist,2021-10-29T00:00:00.000Z,"Garzaport, Panama",2.0,3.0,Active,On-site,420384.0,Specialist
1514,EMP0001515,Nicholas Price,Marketing,Marketing Executive,2022-01-05T00:00:00.000Z,"Fernandezside, Cape Verde",2.0,3.0,Resigned,On-site,594786.0,Specialist
1515,EMP0001516,Amy Baker,IT,Software Engineer,2025-04-12T00:00:00.000Z,"West Gary, North Macedonia",5.0,0.0,Active,Remote,1331372.0,Specialist
1516,EMP0001517,Daniel Ayers,Operations,Operations Executive,2023-11-12T00:00:00.000Z,"West Austin, Antigua and Barbuda",1.0,1.0,Active,On-site,914112.0,Specialist
1517,EMP0001518,Shane Bowers,Operations,Operations Executive,2025-03-09T00:00:00.000Z,"New Margaretmouth, Saint Helena",4.0,0.0,Resigned,Remote,823570.0,Specialist
1518,EMP0001519,Nancy Wade PhD,Finance,Accountant,2014-06-22T00:00:00.000Z,"Port Cody, Palau",5.0,11.0,Active,On-site,582551.0,Manager
1519,EMP0001520,Barbara Robinson,IT,Software Engineer,2023-12-21T00:00:00.000Z,"Cindyhaven, Sri Lanka",4.0,1.0,Active,On-site,1664628.0,Specialist
1520,EMP0001521,Aaron Grimes,IT,DevOps Engineer,2019-11-18T00:00:00.000Z,"Ryanborough, France",2.0,5.0,Active,On-site,556931.0,Analyst
1521,EMP0001522,Riley White,Sales,Sales Executive,2019-04-13T00:00:00.000Z,"New Taylorburgh, Tokelau",3.0,6.0,Active,On-site,729357.0,Analyst
1522,EMP0001523,Nicholas Cervantes,Sales,Sales Executive,2023-06-20T00:00:00.000Z,"Joseton, Korea",2.0,2.0,Active,On-site,491490.0,Specialist
1523,EMP0001524,Lauren Avila,Marketing,Marketing Executive,2021-05-07T00:00:00.000Z,"Thomasberg, Sweden",4.0,4.0,Active,On-site,1157056.0,Analyst
1524,EMP0001525,Barbara Davis MD,Operations,Supply Chain Manager,2017-07-25T00:00:00.000Z,"Kathrynmouth, Dominica",5.0,8.0,Active,On-site,920781.0,Analyst
1525,EMP0001526,Brandi Ortega,IT,Software Engineer,2023-12-25T00:00:00.000Z,"New Pamela, Serbia",5.0,1.0,Active,On-site,1477395.0,Specialist
1526,EMP0001527,Michael Rivera,IT,DevOps Engineer,2024-04-04T00:00:00.000Z,"Port Georgestad, Philippines",3.0,1.0,Active,On-site,534648.0,Specialist
1527,EMP0001528,Shawn Mejia,Sales,Account Manager,2015-12-17T00:00:00.000Z,"North Keith, Benin",1.0,9.0,Active,On-site,446238.0,Manager
1528,EMP0001529,Christopher Clayton,Finance,Accountant,2022-09-08T00:00:00.000Z,"Littleside, Mongolia",3.0,2.0,Active,On-site,520397.0,Specialist
1529,EMP0001530,Tara Barnes,IT,Software Engineer,2022-04-02T00:00:00.000Z,"New Susanton, Comoros",1.0,3.0,Active,Remote,997698.0,Specialist
1530,EMP0001531,Joshua Schultz,IT,Software Engineer,2019-03-01T00:00:00.000Z,"Ashleyview, Bangladesh",2.0,6.0,Resigned,Remote,1760488.0,Analyst
1531,EMP0001532,Denise Scott,Sales,Sales Executive,2019-09-21T00:00:00.000Z,"North Loriside, Albania",5.0,5.0,Active,Remote,444546.0,Analyst
1532,EMP0001533,Kenneth Sutton,HR,Talent Acquisition Specialist,2023-01-06T00:00:00.000Z,"Josephland, Fiji",3.0,2.0,Active,On-site,792198.0,Specialist
1533,EMP0001534,Mary Miller,HR,HR Manager,2020-07-09T00:00:00.000Z,"Chelseyton, Congo",1.0,5.0,Active,On-site,1342670.0,Analyst
1534,EMP0001535,Christopher Williams,IT,Software Engineer,2013-10-01T00:00:00.000Z,"Corymouth, Bulgaria",3.0,11.0,Active,On-site,1233858.0,Manager
1535,EMP0001536,Kathleen Reyes,Marketing,Marketing Executive,2023-12-26T00:00:00.000Z,"West Kiarafurt, Suriname",4.0,1.0,Active,On-site,448628.0,Specialist
1536,EMP0001537,Janice Sanchez,R&D,Innovation Manager,2018-05-09T00:00:00.000Z,"North Peter, Greece",5.0,7.0,Active,On-site,1154090.0,Analyst
1537,EMP0001538,Mr. Thomas Dillon Jr.,IT,DevOps Engineer,2024-05-03T00:00:00.000Z,"Alexisbury, Nauru",1.0,1.0,Resigned,On-site,991486.0,Specialist
1538,EMP0001539,Marie Brown,IT,Software Engineer,2015-08-27T00:00:00.000Z,"Port Nicholeberg, Tajikistan",1.0,9.0,Terminated,Remote,750951.0,Manager
1539,EMP0001540,Jessica Robbins,Marketing,SEO Specialist,2015-07-03T00:00:00.000Z,"Perkinsland, Hong Kong",5.0,10.0,Resigned,On-site,541353.0,Manager
1540,EMP0001541,Joshua Hampton,Operations,Operations Executive,2017-06-02T00:00:00.000Z,"North Amyland, Timor-Leste",2.0,8.0,Resigned,On-site,404992.0,Analyst
1541,EMP0001542,Susan Page,HR,HR Executive,2016-02-09T00:00:00.000Z,"South Laurieside, Belgium",5.0,9.0,Active,Remote,412803.0,Manager
1542,EMP0001543,Craig Saunders,Sales,Business Development Manager,2016-03-03T00:00:00.000Z,"New Alisonfort, Comoros",4.0,9.0,Active,Remote,842915.0,Manager
1543,EMP0001544,Roger Simpson,Marketing,Marketing Executive,2025-03-13T00:00:00.000Z,"Dodsonville, India",2.0,0.0,Active,On-site,1186312.0,Specialist
1544,EMP0001545,Russell Mendoza,HR,HR Executive,2018-12-15T00:00:00.000Z,"Scottmouth, Saint Martin",2.0,6.0,Retired,On-site,386511.0,Analyst
1545,EMP0001546,Casey Bryan,HR,HR Executive,2025-04-24T00:00:00.000Z,"West Heather, United Arab Emirates",5.0,0.0,Active,Remote,451141.0,Specialist
1546,EMP0001547,Sydney Ruiz,IT,IT Manager,2018-10-16T00:00:00.000Z,"Port Victormouth, Greenland",4.0,6.0,Resigned,On-site,1262514.0,Analyst
1547,EMP0001548,Rachel Scott,Operations,Supply Chain Manager,2022-11-17T00:00:00.000Z,"South Hannah, Marshall Islands",2.0,2.0,Active,On-site,712865.0,Specialist
1548,EMP0001549,Bradley Douglas,Operations,Operations Executive,2025-05-29T00:00:00.000Z,"West Jenniferfort, Rwanda",5.0,0.0,Retired,On-site,892793.0,Specialist
1549,EMP0001550,David Short,HR,HR Executive,2014-05-31T00:00:00.000Z,"North Jillian, Belize",4.0,11.0,Active,On-site,476417.0,Manager
1550,EMP0001551,Charlotte Brady,Marketing,SEO Specialist,2018-01-16T00:00:00.000Z,"North Samuelstad, Jersey",4.0,7.0,Active,Remote,415682.0,Analyst
1551,EMP0001552,John Lucero,Marketing,Marketing Executive,2024-07-05T00:00:00.000Z,"Edwardstad, Honduras",5.0,1.0,Active,On-site,1165314.0,Specialist
1552,EMP0001553,Margaret Clark,IT,Data Analyst,2011-06-15T00:00:00.000Z,"South Gail, Honduras",4.0,14.0,Active,Remote,871664.0,Principal
1553,EMP0001554,Jessica Rodriguez,Sales,Account Manager,2017-08-13T00:00:00.000Z,"East Cindy, Jordan",3.0,8.0,Active,On-site,749404.0,Analyst
1554,EMP0001555,Dustin Harris,Operations,Operations Executive,2011-10-13T00:00:00.000Z,"Patrickland, North Macedonia",3.0,13.0,Active,Remote,1117580.0,Principal
1555,EMP0001556,Robert Edwards,HR,Talent Acquisition Specialist,2022-08-05T00:00:00.000Z,"Rubenland, Sweden",4.0,3.0,Active,On-site,473179.0,Specialist
1556,EMP0001557,Crystal Smith,Operations,Operations Executive,2012-06-18T00:00:00.000Z,"Brandyfurt, Micronesia",3.0,13.0,Active,On-site,1154404.0,Principal
1557,EMP0001558,Lauren Myers,Sales,Sales Executive,2024-07-09T00:00:00.000Z,"Frankshire, Jamaica",5.0,1.0,Active,On-site,406284.0,Specialist
1558,EMP0001559,Joshua Gray,Sales,Account Manager,2025-05-24T00:00:00.000Z,"Lake Juliefort, Eritrea",1.0,0.0,Active,On-site,682601.0,Specialist
1559,EMP0001560,Victor Larsen,Finance,Accountant,2010-09-02T00:00:00.000Z,"Knightshire, Saint Barthelemy",3.0,14.0,Resigned,On-site,522562.0,Principal
1560,EMP0001561,Joshua Murray,Sales,Sales Executive,2016-06-11T00:00:00.000Z,"Beckyshire, New Caledonia",4.0,9.0,Retired,Remote,563565.0,Manager
1561,EMP0001562,Christian Walker,R&D,Research Scientist,2017-07-31T00:00:00.000Z,"Brownmouth, Oman",2.0,8.0,Resigned,On-site,966243.0,Analyst
1562,EMP0001563,Laura Holmes,IT,DevOps Engineer,2016-03-05T00:00:00.000Z,"East Jessica, Malawi",4.0,9.0,Active,Remote,1160609.0,Manager
1563,EMP0001564,Sarah Fuller DVM,Marketing,SEO Specialist,2017-07-14T00:00:00.000Z,"Crystalfurt, Marshall Islands",5.0,8.0,Retired,On-site,640993.0,Analyst
1564,EMP0001565,James Hernandez,Operations,Operations Executive,2021-05-21T00:00:00.000Z,"Larsonfort, Niue",4.0,4.0,Terminated,Remote,911918.0,Analyst
1565,EMP0001566,Rebecca Bates,Sales,Sales Executive,2014-02-14T00:00:00.000Z,"New Jasonland, Mauritius",3.0,11.0,Active,On-site,406995.0,Manager
1566,EMP0001567,Jason Bell,IT,DevOps Engineer,2016-08-22T00:00:00.000Z,"Sharonburgh, Niue",3.0,8.0,Active,On-site,1118482.0,Analyst
1567,EMP0001568,Cassandra Day,Operations,Operations Executive,2022-10-22T00:00:00.000Z,"Catherinefort, Samoa",1.0,2.0,Retired,On-site,491699.0,Specialist
1568,EMP0001569,Lawrence Thomas,Marketing,Brand Manager,2024-08-06T00:00:00.000Z,"Susanchester, Vietnam",1.0,1.0,Active,Remote,614895.0,Specialist
1569,EMP0001570,Shawn Gibson,Marketing,Content Strategist,2023-08-20T00:00:00.000Z,"Angelamouth, Lebanon",5.0,1.0,Active,Remote,1119920.0,Specialist
1570,EMP0001571,Sara Hudson,Finance,Finance Manager,2019-07-10T00:00:00.000Z,"Lake David, Tajikistan",5.0,6.0,Active,Remote,1150214.0,Analyst
1571,EMP0001572,Dr. Zachary Villarreal,Operations,Operations Executive,2021-03-10T00:00:00.000Z,"North Paul, Ecuador",2.0,4.0,Active,On-site,1177483.0,Analyst
1572,EMP0001573,James Miranda,Marketing,Marketing Executive,2020-02-09T00:00:00.000Z,"Lisamouth, Guernsey",2.0,5.0,Active,On-site,911750.0,Analyst
1573,EMP0001574,Nicole Stewart,Operations,Supply Chain Manager,2015-12-05T00:00:00.000Z,"Port Elizabeth, France",3.0,9.0,Active,On-site,522196.0,Manager
1574,EMP0001575,Katherine Callahan,IT,Software Engineer,2020-01-20T00:00:00.000Z,"Port Kyle, Turkmenistan",5.0,5.0,Active,Remote,1158061.0,Analyst
1575,EMP0001576,Vanessa Ramirez,HR,HR Manager,2018-05-14T00:00:00.000Z,"North Melanie, Netherlands",2.0,7.0,Active,On-site,1139255.0,Analyst
1576,EMP0001577,Jeffery Turner,HR,Talent Acquisition Specialist,2017-02-04T00:00:00.000Z,"New Kevin, Saudi Arabia",5.0,8.0,Resigned,Remote,1059724.0,Analyst
1577,EMP0001578,Michelle Lowery,HR,Talent Acquisition Specialist,2021-04-19T00:00:00.000Z,"Angelicahaven, Nicaragua",4.0,4.0,Active,On-site,1162304.0,Analyst
1578,EMP0001579,Melissa Bishop,Operations,Supply Chain Manager,2024-05-16T00:00:00.000Z,"West Dakotaview, Liberia",2.0,1.0,Active,On-site,629033.0,Specialist
1579,EMP0001580,Susan Marquez,Sales,Business Development Manager,2015-08-24T00:00:00.000Z,"Weavermouth, Azerbaijan",1.0,9.0,Active,On-site,994504.0,Manager
1580,EMP0001581,Daniel Hunter,IT,Data Analyst,2016-06-19T00:00:00.000Z,"Davidside, Turkmenistan",2.0,9.0,Active,On-site,1047394.0,Manager
1581,EMP0001582,Misty Bell,Operations,Operations Executive,2016-07-23T00:00:00.000Z,"New Joseph, Turkey",5.0,9.0,Retired,On-site,748256.0,Manager
1582,EMP0001583,Robert Burns,IT,IT Manager,2025-05-11T00:00:00.000Z,"Millerport, Tajikistan",2.0,0.0,Resigned,On-site,2359184.0,Specialist
1583,EMP0001584,Suzanne Mcgrath,Finance,Financial Analyst,2021-07-27T00:00:00.000Z,"Barnesstad, Mongolia",4.0,4.0,Active,On-site,1054085.0,Analyst
1584,EMP0001585,Brittany Nguyen,Sales,Sales Executive,2015-09-05T00:00:00.000Z,"New Taylorberg, Luxembourg",5.0,9.0,Active,Remote,812447.0,Manager
1585,EMP0001586,Jaime Rivera,IT,Software Engineer,2023-05-01T00:00:00.000Z,"New Danielport, Japan",5.0,2.0,Active,Remote,1440731.0,Specialist
1586,EMP0001587,Holly Cannon,HR,Talent Acquisition Specialist,2024-02-24T00:00:00.000Z,"Joyshire, South Georgia and the South Sandwich Islands",1.0,1.0,Active,Remote,1044122.0,Specialist
1587,EMP0001588,Scott Carter,IT,Software Engineer,2024-03-01T00:00:00.000Z,"Deantown, Dominica",2.0,1.0,Resigned,On-site,940374.0,Specialist
1588,EMP0001589,Eddie Brown,Sales,Sales Executive,2010-09-21T00:00:00.000Z,"Heathertown, Korea",4.0,14.0,Active,Remote,651651.0,Principal
1589,EMP0001590,Jodi Perkins,Operations,Operations Executive,2022-05-06T00:00:00.000Z,"New Mary, Poland",2.0,3.0,Active,On-site,482352.0,Specialist
1590,EMP0001591,Jon Henderson,Sales,Account Manager,2024-05-11T00:00:00.000Z,"Burnsland, Moldova",2.0,1.0,Active,On-site,623191.0,Specialist
1591,EMP0001592,Kendra Patrick,IT,Data Analyst,2019-01-07T00:00:00.000Z,"Yorkborough, Cambodia",2.0,6.0,Active,On-site,480675.0,Analyst
1592,EMP0001593,Jacob Martin,Marketing,Marketing Executive,2019-10-27T00:00:00.000Z,"Deniseshire, Malta",2.0,5.0,Active,Remote,767122.0,Analyst
1593,EMP0001594,Anthony Odonnell,IT,DevOps Engineer,2023-09-14T00:00:00.000Z,"New Troyton, Georgia",5.0,1.0,Resigned,Remote,928831.0,Specialist
1594,EMP0001595,Bryan Chambers,Finance,Financial Analyst,2020-04-12T00:00:00.000Z,"Lake Amber, Niue",5.0,5.0,Active,On-site,1487068.0,Analyst
1595,EMP0001596,Kristy Patel,IT,DevOps Engineer,2021-12-14T00:00:00.000Z,"Nathanland, Burundi",4.0,3.0,Active,On-site,680260.0,Specialist
1596,EMP0001597,Meghan Ramos,IT,Software Engineer,2012-02-26T00:00:00.000Z,"East Billberg, Nicaragua",3.0,13.0,Active,On-site,1477231.0,Principal
1597,EMP0001598,Eric Collins,IT,Software Engineer,2023-05-13T00:00:00.000Z,"Port Yvette, United States Virgin Islands",2.0,2.0,Active,Remote,744558.0,Specialist
1598,EMP0001599,Gwendolyn Henderson,Marketing,SEO Specialist,2018-02-08T00:00:00.000Z,"Johnsonbury, Brunei Darussalam",4.0,7.0,Active,Remote,667494.0,Analyst
1599,EMP0001600,John Gonzales,Operations,Supply Chain Manager,2019-11-01T00:00:00.000Z,"Port Justin, Turkey",4.0,5.0,Active,On-site,983598.0,Analyst
1600,EMP0001601,Morgan Hester,IT,Data Analyst,2023-03-21T00:00:00.000Z,"Port Patriciaton, New Caledonia",2.0,2.0,Resigned,On-site,951108.0,Specialist
1601,EMP0001602,Mary Gilbert MD,IT,Software Engineer,2020-10-03T00:00:00.000Z,"East Kevinfort, Burkina Faso",1.0,4.0,Active,On-site,1415521.0,Analyst
1602,EMP0001603,Monica Rangel,Marketing,Marketing Executive,2025-05-30T00:00:00.000Z,"Johnsonmouth, Cote d'Ivoire",4.0,0.0,Active,Remote,452663.0,Specialist
1603,EMP0001604,Wyatt Hawkins,Marketing,Marketing Executive,2019-04-18T00:00:00.000Z,"Danabury, Lesotho",4.0,6.0,Active,Remote,568715.0,Analyst
1604,EMP0001605,Austin Terry,Marketing,SEO Specialist,2024-01-05T00:00:00.000Z,"Tylerstad, Belgium",4.0,1.0,Active,On-site,771271.0,Specialist
1605,EMP0001606,Kendra Leonard,Marketing,Marketing Executive,2024-06-05T00:00:00.000Z,"Daltonbury, Palau",4.0,1.0,Active,On-site,897251.0,Specialist
1606,EMP0001607,Morgan Stephenson,Sales,Business Development Manager,2017-04-06T00:00:00.000Z,"East Jordanmouth, Lithuania",5.0,8.0,Resigned,On-site,920119.0,Analyst
1607,EMP0001608,Mary Alvarado,Sales,Sales Executive,2023-08-25T00:00:00.000Z,"Combsview, Estonia",5.0,1.0,Active,On-site,551353.0,Specialist
1608,EMP0001609,Paula Torres,Finance,Financial Analyst,2014-08-30T00:00:00.000Z,"Jackview, Antarctica (the territory South of 60 deg S)",5.0,10.0,Active,On-site,1220638.0,Manager
1609,EMP0001610,Jimmy Baker,IT,Software Engineer,2021-07-14T00:00:00.000Z,"South Ruben, Germany",2.0,4.0,Active,Remote,1648586.0,Analyst
1610,EMP0001611,Daniel Curtis,IT,IT Manager,2023-02-04T00:00:00.000Z,"Jeffreyview, Azerbaijan",4.0,2.0,Active,Remote,2081380.0,Specialist
1611,EMP0001612,Michelle Roberts,Operations,Operations Executive,2016-09-29T00:00:00.000Z,"Gordontown, North Macedonia",3.0,8.0,Terminated,On-site,715754.0,Analyst
1612,EMP0001613,Jennifer Walker,Operations,Logistics Coordinator,2021-09-25T00:00:00.000Z,"Nicoleland, Sierra Leone",1.0,3.0,Active,Remote,623236.0,Specialist
1613,EMP0001614,Christopher Horton,IT,Software Engineer,2012-05-12T00:00:00.000Z,"East Michaelport, Tunisia",3.0,13.0,Active,On-site,1453189.0,Principal
1614,EMP0001615,Katherine Schaefer,Operations,Operations Executive,2023-09-05T00:00:00.000Z,"Williamsonville, Fiji",2.0,1.0,Active,Remote,946596.0,Specialist
1615,EMP0001616,Daniel Owens,Finance,Finance Manager,2023-12-18T00:00:00.000Z,"Lake Michael, Tuvalu",1.0,1.0,Active,On-site,2452531.0,Specialist
1616,EMP0001617,Devon Mcdonald,IT,Data Analyst,2022-08-15T00:00:00.000Z,"Lake Josephmouth, Norfolk Island",3.0,3.0,Active,Remote,555573.0,Specialist
1617,EMP0001618,Alicia Jenkins,Operations,Logistics Coordinator,2020-09-27T00:00:00.000Z,"East Darren, Lao People's Democratic Republic",1.0,4.0,Active,Remote,651557.0,Analyst
1618,EMP0001619,Ryan Walsh,IT,Software Engineer,2017-12-14T00:00:00.000Z,"West Scott, Gambia",1.0,7.0,Active,On-site,1606338.0,Analyst
1619,EMP0001620,Denise Parker,Sales,Account Manager,2020-04-05T00:00:00.000Z,"Port Omarbury, Austria",4.0,5.0,Active,Remote,588954.0,Analyst
1620,EMP0001621,Debbie Fox,Sales,Sales Executive,2025-05-03T00:00:00.000Z,"Ryanfurt, Moldova",3.0,0.0,Active,On-site,742511.0,Specialist
